membrane_type,antibody_concentration,conjugate_type,conjugate_volume,blocking_buffer,strip_width,sample_volume,incubation_time,running_buffer_pH,detection_antibody_type,test_line_antigen_density,control_line_antibody,pad_material,strip_length,buffer_ionic_strength,detergent_concentration,sucrose,storage_temp,humidity,IC50,slope,line_intensity,CV
NC-170,2.6243012529949965,AuNP,0.11076504760617782,FishGel,3.5696391649126245,28.041706275382218,33.61070342481371,6.322242976308665,Rabbit,3.4795375208231563,2.052835289186522,Cellulose,31.720086617782876,126.5952592340724,0.13128687108263926,3.398349866257613,27.27981263430912,77.86354127801748,1114.629797287168,-164.05919360698343,0.0,336.7747408295219
NC-180,3.041785099681774,AuNP,1.88047295407171,Casein,2.8153595482403873,32.71087781855067,36.11581143389958,6.303491434552623,Rabbit,3.6518671825414146,2.6847197280004766,Polyester,34.870655103982614,167.5050523931742,0.9405815367352979,3.7726466941337082,28.88863603575068,52.19422488870908,814.0749704141783,-192.23896630857425,0.0,551.5128691998787
NC-180,0.7956888774275857,Carbon,1.6616606082858663,Casein,3.1975003835330584,92.809408869993,5.8420822644797985,6.033997779613463,Goat,3.520772928009266,2.431265655332235,Cellulose,64.60763244425581,54.90806784691333,0.8998930536327671,0.8694608753237243,11.99992913520044,35.95627372945341,783.7515408961319,-18.164870864671688,1.0,85.40953213052913
NC-135,3.9898742751275478,Carbon,1.637448025164159,Casein,3.7957853222140123,26.886730741659495,47.931499920151694,7.645902915583751,Mouse,1.6237678047768633,0.6337190009821955,GlassFiber,52.652464860764184,233.38958823387665,0.3480760779010357,2.8257615233864453,9.56320611542144,51.90007815348241,1065.099909568558,-283.6375303650859,0.0,832.1637445428051
NC-180,2.5397997563661243,AuNP,1.7804061234537565,FishGel,3.9588489744135265,32.47817076786848,24.88840251339642,8.92018287430813,Rabbit,0.5883532181762019,0.9581864120428362,Cellulose,58.48218134764909,154.4255441696514,0.1115333403516765,4.560999502481007,17.01324617211266,19.126904835127796,558.8187652977829,-181.95091115871972,0.0,712.0807692717103
NC-170,2.8597562119741102,AuNP,1.4300651182669983,Casein,2.461758529348715,40.08864235849607,27.35301975511758,7.31605410869938,Rabbit,1.4350892017621706,2.1794390222506035,Cellulose,63.67888474829183,181.33969211840093,0.7041547507888738,4.84179890754847,29.30019201609308,20.400556418621587,523.2354428622928,-198.67505267789727,0.0,824.2834313895845
NC-135,2.4834323612220266,AuNP,0.29836784652135473,Casein,4.931095029635528,68.05556016941176,49.51532494403202,7.622272505662069,Rabbit,4.17574797090728,0.34438462162422007,GlassFiber,48.55337371800209,78.67232945268967,0.7283613027367225,3.280725212796791,34.9802650218443,65.52860257845352,849.0006233636859,-105.81452916546085,1.0,166.9726512183053
NC-170,2.303433773938967,Latex,0.8582903573400738,BSA,3.6343166809483662,16.23264728485335,25.86058654501495,8.903909390309867,Goat,4.904306909137048,2.4543989295144937,GlassFiber,60.442415358699044,297.92855719685923,0.8968290448407071,4.918304020799928,18.10188425714226,83.39685258077965,1667.918317373536,-342.19708389127464,0.0,1061.825843592503
NC-170,3.0183814908869806,Carbon,1.4739840242827962,BSA,2.407064953376838,95.62479518690873,7.597368207211515,6.765546686322692,Goat,2.519850372233651,2.184830139353892,Polyester,50.98342316294097,125.6169567462115,0.05265575945107992,2.8536762448807043,29.547174152406477,68.05425067908146,1126.6511848242676,-77.62626543066862,0.0,192.86656174161726
NC-180,1.1985811066882062,Latex,0.6326354755038897,Casein,4.680905760038401,87.22926590900263,14.704187375869267,8.575410757794788,Goat,0.1475317391229069,2.2158592827824934,GlassFiber,38.90995081094815,208.74741539911258,0.14170383802737185,2.2130251489046664,19.523451442404713,15.969059252588576,442.32214032656333,-136.22985231619367,0.0,553.2384651442443
NC-135,1.31867658722872,Carbon,1.4060720918588514,BSA,2.2239152932382864,59.83552693585027,57.57467448135003,7.639171401635208,Rabbit,0.7862195794577223,0.39069997377601506,GlassFiber,43.50624675203758,195.30908621361635,0.5982487928791823,2.7579372947412297,13.742532235330305,42.23164888248046,747.3035141256705,-207.59212290620653,0.0,538.2450075361753
NC-180,4.378035294560828,Carbon,0.14654705170853946,BSA,4.723206299532539,69.0335974053709,8.872294932138278,7.708429543989032,Goat,1.6781948190497025,2.1815055799670695,Cellulose,49.61401764222643,246.2730509812476,0.6191315508700825,0.5785619713176104,28.395749973952974,10.204287061445099,398.3201904157428,-191.50789620463559,0.0,881.9352014353713
NC-180,4.757519579601348,Carbon,0.6816609476712271,Casein,4.989696968866947,6.582744768200519,24.52121605324089,7.029521571621851,Rabbit,2.935068208105454,2.0714725631379127,GlassFiber,42.67542208689083,123.45923890549014,0.03360966231500628,2.008579598426939,30.3406704213838,50.896539466050626,811.575548295613,-182.14485000528052,0.0,592.1224614007041
NC-135,2.1798919232588885,Carbon,1.1433476389266282,Casein,4.101295397469512,37.19975365810262,32.674854187823954,7.684753082900724,Mouse,0.4679588644460385,2.5096752233833666,Polyester,43.42110765399593,238.9818362493093,0.3969320510616584,2.2920252651526436,10.693746204662448,25.45635879054811,666.1383592644572,-242.2997830793784,0.0,832.9681189087024
NC-170,1.718351029145992,Carbon,1.3009706760618602,Casein,4.311341663221969,80.58772191283698,32.130445503620805,6.219427528434852,Rabbit,4.722450763678419,0.22062827314376154,Cellulose,43.495713249950654,145.6254326714336,0.5841617312760491,4.243138993604891,14.070593567495912,79.45173189829254,1315.103603368038,-132.85988820771786,0.0,197.21460127762833
NC-170,3.397997944575571,Carbon,1.1963772624776305,Casein,3.011908509402459,12.36088251027666,5.217796865667851,8.293930717842336,Goat,1.8889099990935638,0.1670209385565974,Polyester,34.91359915428417,152.79024146158727,0.7379113331517339,3.793242963712236,20.327635834630854,18.34680422952659,477.50835553019175,-163.7992322111058,0.0,684.5183308972112
NC-135,2.339303769941434,Carbon,1.4257369245395162,FishGel,4.824730558201802,31.81981425001842,32.563950230161964,6.854063284632815,Mouse,4.5716626678316326,1.1817205896478262,GlassFiber,33.385704288490054,218.17813162169253,0.31615069177832855,3.0071329261240036,10.155220382306931,10.114671891762432,402.90028971674013,-221.44041115671283,0.0,795.1911566361172
NC-170,0.6142386004715519,Latex,0.11156862165569424,FishGel,3.589141898325103,60.60319869175957,26.107485188757508,8.662824988481866,Rabbit,3.924556833509407,0.5314860231625433,Polyester,31.859841587652173,246.0714429351172,0.48390349302184144,1.7363861743813498,34.65153185887515,46.09168344910083,771.0608102219433,-210.61670816680697,0.0,703.1036771869824
NC-135,1.2026866881478566,AuNP,0.29178827995729084,Casein,4.197165339792665,29.359237631399473,58.464363451100645,7.103552083822375,Mouse,3.8016426353263477,1.7193149849536435,Polyester,34.43825044137347,216.71665903013977,0.8140548723120092,0.9351729284632854,23.5140191145047,22.434664314059134,374.47984701919944,-247.67170724723374,0.0,790.1430067820696
NC-135,3.721875029813289,AuNP,1.7509940793303755,BSA,4.772323147733839,93.72790754372933,13.75374961966064,6.428472331460648,Mouse,3.072925940932937,2.7603118143695715,GlassFiber,43.748283685424724,274.96988014278804,0.9538950638977405,1.7388251045731395,7.999708153265859,69.03891058201293,1399.0419416346094,-208.24444014764805,0.0,576.4893804563429
NC-180,3.465157738595681,Latex,1.3953224237713064,Casein,4.9255399279265255,17.450569926407585,24.478480821772227,8.087644723105456,Mouse,3.171240703554039,1.2352912179686457,GlassFiber,53.75487223132228,121.28975737751684,0.2303146753898455,3.3990203547956592,10.072985534521248,83.59477854251159,1494.8053301589725,-189.44579219596116,0.0,425.94209674756064
NC-135,0.6219319662656757,Latex,0.3145701211034215,Casein,4.499613069790023,80.75246400123896,28.071481679940085,6.493734434140508,Rabbit,3.226215852559616,2.550356094090552,Cellulose,37.52587708837636,275.1541830254873,0.2530422058198962,1.3151889954251654,35.49372639571987,13.355041144205373,316.3037285400646,-206.92544266882396,0.0,846.7658096374153
NC-180,1.4988747286982724,Latex,1.6999414310573007,BSA,2.90905252094609,53.255125731108784,26.488144540552184,8.26104154662897,Goat,3.1807347964253525,0.10069853610181279,Cellulose,65.52035384010551,82.71588148584468,0.9398181874338755,2.1344334785458297,28.359563327988404,41.64656895328774,762.9129985351003,-110.41143702468685,1.0,387.28158951183224
NC-170,1.5398365846463213,Latex,0.5602393138666771,FishGel,4.899642549656248,76.28142370289582,41.620695520852436,8.904336709218349,Rabbit,2.8132683338519704,0.5886924660316342,Cellulose,62.33529724957798,214.88257975749517,0.3959111507626836,1.9338511744084101,28.23536778866454,89.74519808567598,1514.8010160003553,-224.48923295537264,0.0,548.8933355684293
NC-170,3.5235173461942777,Carbon,1.0086937799709246,Casein,3.8843585937307155,34.51795618958751,16.853207165127287,8.338658606385785,Goat,4.9334286905661555,0.1882282649968483,GlassFiber,50.82108451236655,186.90766284504437,0.7183483245207427,3.827950318955301,6.3924536021668,68.61375760005348,1380.3765396821525,-210.51953732664617,0.0,593.3756012493768
NC-170,0.5886974198946386,AuNP,0.37587337448085456,Casein,4.79192742905588,53.876512219643686,17.15893540476955,6.067347745293974,Rabbit,3.6882237803859113,1.051626823493699,Polyester,58.968393232534396,173.65898510389735,0.6122652287298762,4.4189353113007215,33.544861644395255,86.25501149646456,1450.9131770654867,-183.21425486484142,0.0,524.89934197051
NC-170,0.9684886189305824,Carbon,1.4492091072012427,FishGel,4.028315077443056,86.39935822370175,45.106602167546924,7.799657364158325,Rabbit,3.9070373031233543,2.733749827519858,Polyester,44.65314098795034,127.72800721554457,0.2855876797940563,3.496854784054885,18.64326696443395,23.126662817292445,397.0333624978289,-105.50968894521742,1.0,301.7528143409472
NC-180,4.0996223841793515,AuNP,1.3670233999271089,FishGel,2.9217168855431614,49.35341941669492,32.51597852729988,8.086232012909173,Rabbit,4.375067793910003,0.38116115843706444,Cellulose,31.471111709323594,175.93318632705854,0.6535622219580249,1.7080113046651708,25.770671647117567,27.709484759356286,479.04332428496275,-168.74380135503938,0.0,561.5492287729404
NC-170,1.3034509792445013,AuNP,0.5011136952156587,BSA,3.1100735724284476,39.173386881475615,27.833562183152072,8.476374977388856,Goat,1.156634837356661,1.858588352557021,Cellulose,66.1733139013016,90.4433390961758,0.6555659009569733,2.165885244879436,35.66974423076246,22.384899247746077,407.07007710580547,-125.86105538889615,1.0,556.9712660639074
NC-135,3.437357485333436,Latex,1.7404614570283035,FishGel,3.6514153313088213,55.93476169400993,14.306167842248849,6.168006926817,Rabbit,0.5106403795657979,1.4093382234463883,GlassFiber,35.11173953031288,142.3302360529189,0.5924431854090763,0.7167507702686071,7.3004085517663775,34.18952270207506,722.8333591968508,-120.81584229963993,0.0,366.43158125848964
NC-135,1.5718225147102693,Carbon,0.862481446017453,FishGel,4.3700445246796455,73.14946153845486,15.313997260169163,7.440323483856859,Mouse,2.4661827393331337,2.821557815860856,Polyester,67.91749385518605,74.67022937096935,0.09966082484951289,0.8404872388330492,19.915123163057096,67.95072546632414,1197.698312810807,-80.30951344826097,1.0,176.37791978951782
NC-135,0.9474862674170532,Latex,0.6557786730344094,FishGel,2.953947654021005,47.13851782235776,5.58034002487453,7.6061126179151834,Rabbit,2.6189954085344387,0.4553055133575721,Cellulose,52.8753035306444,192.96164994657988,0.9951718223740377,0.821462837632575,5.637220309843748,23.195732860655056,763.7849654188892,-173.37271462587464,0.0,689.4816214802614
NC-180,1.5942748594975433,Carbon,0.3894262199826174,BSA,3.7391934984025763,94.19331263851593,10.028444787394008,6.507374587932534,Mouse,4.162990721754596,0.7148807664564639,GlassFiber,42.2225224408572,73.94197154990674,0.4004164611708274,0.652931787806551,20.48499896968261,51.93872303066308,844.4842456845438,-23.781301236047607,1.0,5.195392026291752
NC-170,3.750201193350466,AuNP,0.6057192237795211,FishGel,3.0368749807292046,33.019853284022496,35.62612820796326,6.967349429131949,Goat,2.2745395384834453,0.18567170897333052,Cellulose,49.820984932473785,90.08616097629141,0.6382509853969889,0.8979061425456508,12.324560546089845,31.536793529151844,596.673982732143,-133.58171829532228,0.8962916503208197,401.4287216594944
NC-170,4.350634106478286,Latex,0.1418511503252523,FishGel,4.4473082139053215,50.16904258606644,54.05302215046254,7.320665178768495,Goat,2.897179825167133,1.358412223930984,GlassFiber,50.06519235692377,71.36670037187034,0.8857616941126193,1.0134410128917881,34.065162466037734,76.33566233095323,981.3855458986386,-129.47544004331374,1.0,197.44414357913894
NC-170,4.235989390551462,Latex,1.2081892356666197,BSA,3.400184281303851,76.90812763743693,20.79406208218066,8.499629063873405,Rabbit,2.682647598715946,0.9057154087374973,Polyester,30.931483177703278,145.3276599880195,0.42328848841983635,0.5592297189881645,17.15025231101187,10.527392427115121,268.20164376989914,-96.63350749772215,0.0,373.24052288140376
NC-180,2.2873258832830468,AuNP,1.700238418053501,FishGel,2.230168480558656,70.46650359709703,23.026097424287048,8.788222698210621,Rabbit,0.2871936404112162,2.6227272082819306,GlassFiber,44.218394075365545,260.48961360458713,0.7739250568055486,3.201303609421135,24.917790719718614,27.849196683093346,649.2070128065783,-213.5879509490433,0.0,800.7803273715682
NC-135,3.5063831145679076,AuNP,1.1430628539391194,FishGel,2.4981575644446092,87.04589997962984,11.358308583633171,7.885268486753018,Rabbit,3.1145529933248786,1.8543283582734897,Cellulose,59.594631981716695,276.72409790845694,0.971824424679406,4.952007672910998,32.38947973888011,58.41926060577456,1168.443952417325,-220.74400587834594,0.0,804.9396490090838
NC-135,1.4224293293711945,AuNP,0.5166205276553638,BSA,2.183314002858897,99.69687216470534,26.374702008390653,7.184835558064386,Mouse,4.157412100293836,1.8808631401295348,Cellulose,50.402767558028316,67.97236365000335,0.35893476025304827,4.3959337232612805,36.461831327766824,17.736840157907405,201.18561423363465,-23.465964166056025,1.0,158.1788883083456
NC-170,1.8191647861745597,Latex,0.16397143860635816,Casein,3.4979088380429757,45.551541235533506,7.047193751313104,6.762093053396958,Goat,0.8717526855714388,1.6425410209557771,Polyester,39.76920468038337,208.63753521540676,0.4052695702327367,0.22801361913043106,20.626039220842017,47.304977275679164,934.6945519976041,-185.3936392404707,0.0,648.7880030788747
NC-135,4.5335111833450386,Carbon,0.5077933391917254,BSA,2.3190118920446814,15.559333579414625,55.468038294404515,8.946405553308452,Mouse,3.0122254962403194,0.36636597796468284,Polyester,43.40439440147776,221.09635614801834,0.9055760589965687,2.115294045983624,19.040004194428043,44.896583718589575,800.0370405738294,-281.06356040300506,0.0,842.0343609985241
NC-135,0.5585086557983121,Latex,0.8906307133350754,FishGel,2.342419907928896,7.889508676756957,42.021124146849075,8.949059994229074,Mouse,3.008691667787431,1.3905541828035302,Cellulose,64.52217572463796,183.44248560800602,0.159642867815183,4.2965528961638615,6.499408294783137,78.20184054574109,1498.2478322799097,-270.78739601401907,0.0,708.0714020510673
NC-180,0.8847883888451064,Carbon,1.5432617145296132,FishGel,4.823144780115131,74.0533060832783,59.49118451662704,8.774930844705104,Rabbit,0.9045063238761578,2.998565050154698,Cellulose,51.02198680600918,216.7462153673865,0.02859483835944232,0.6733740899599822,4.420385130128096,60.03177545334506,1117.9303634859193,-227.6473429460523,0.0,500.4373200359606
NC-180,1.435488148157123,Latex,0.4569014198217708,FishGel,4.617965216528166,88.031298774328,53.555273947317154,8.357007449633457,Rabbit,0.7049715112806065,2.522164943453443,Cellulose,51.13408490204944,108.42267886077383,0.9088890048491118,4.238225733260213,24.090469052450374,61.17616497272821,852.7931339604932,-111.19403110601775,1.0,159.58860786040657
NC-180,0.6193949174321887,Latex,1.4676037613739037,BSA,3.356259790434098,25.967695664719773,31.014482653398396,6.977338631236854,Mouse,4.902254520584775,2.691031257084636,Polyester,68.4586983620404,172.411052954754,0.8215915741175803,2.9635031891894963,6.160323620872319,86.14460814313327,1666.4770885776065,-236.48462903594248,0.0,595.64637757179
NC-180,1.316459457904088,AuNP,1.747173589868579,FishGel,4.957415962550617,20.052563533041067,33.58267671327073,8.451001450492893,Mouse,2.0292239312998843,2.4873564418148484,Cellulose,42.835255961465734,147.7189622589571,0.972583032551332,4.656492762980559,16.55250492226962,88.58883002587001,1453.937438547142,-206.69386774089799,0.0,429.3207141233166
NC-170,3.1236870243636146,Carbon,0.9624990114058783,FishGel,2.0005595845119895,10.909483694940644,15.48168255844566,7.226379051813518,Rabbit,1.2143664707452937,0.3988209109498497,Polyester,49.181645004249134,72.42698785990777,0.058237782710678254,4.380195571322126,4.1190123915132295,62.271578572227085,1166.2449692519842,-133.20903010796135,0.0,310.1477290755411
NC-180,2.3964104776662407,Latex,1.6607207841209273,BSA,3.8419383688201814,83.15677756313461,30.41216385617556,6.9803192944651355,Rabbit,0.9394902678264373,0.7595999367879189,Cellulose,62.46854390883336,206.38910993062225,0.15617733044098725,3.3851716102935874,24.302507465867134,51.76011601216434,1007.8988363702045,-185.10986185558264,0.0,603.6566391487681
NC-135,4.517022699846387,Latex,1.1538489612666816,Casein,3.84928453211561,34.58128428979551,54.66653304210464,8.234596075398839,Mouse,3.371248396557852,0.10905278893358793,GlassFiber,60.35648995548119,173.80379816788655,0.10531255908980885,3.2891132993634775,18.038700294536376,58.63360467719039,1048.2145898582799,-240.79661694959026,0.0,664.9590369959172
NC-170,4.178496027822984,AuNP,1.3104725904537196,Casein,3.3723291676096645,43.16120481217877,7.7969382999701615,6.238961782861269,Rabbit,3.0862819569036666,0.9801793621465232,GlassFiber,40.631976877146904,118.7935067256458,0.6834161322937092,1.0658210119595406,8.191685402947499,40.59549640433283,838.9849136941585,-115.69710655203443,0.0,366.97191914892556
NC-135,2.038178082640442,AuNP,1.0999290746425852,FishGel,3.1908439188028783,52.76126820291317,52.495624164907035,6.145688169886985,Rabbit,3.253405402638346,0.4149614668048285,Cellulose,36.043641904215434,168.42131510084286,0.6060100737471432,0.5837648357900427,13.780131025747128,88.99652935680619,1379.7385796075,-199.12057590963332,0.0,304.7687046224479
NC-135,1.6674054504408162,Carbon,0.9800281618275493,BSA,3.366149406441823,84.74805724990732,23.752129090343537,7.343861091543557,Mouse,0.5312295348061161,1.4711007013745907,GlassFiber,58.02818304749473,243.82450459937576,0.35933519938725966,2.0769671498439917,22.798803066073507,66.4017007597487,1261.9103751987423,-208.15339684861982,0.0,636.5311772929402
NC-135,2.208615836752701,Latex,0.5458415393741137,FishGel,3.2448813082390413,66.82915604834108,54.47320208029704,7.3369164024664855,Mouse,4.478319459142341,2.0636697168643154,Polyester,40.30624707228779,250.41444070201598,0.057423479402245015,0.9329001974656237,25.671541144329243,33.28054355033317,582.6324184209611,-239.04648237789584,0.0,746.7408147820686
NC-180,3.156327241316635,Carbon,0.6760687129759875,BSA,4.191477432446899,63.43113983649207,56.74839484878166,8.686932459191505,Goat,2.007405344364337,2.6360653556104237,GlassFiber,66.90703314096965,212.3815321873423,0.639661984046541,0.5120835883887948,19.257084028893743,14.621303917765474,422.8226653604381,-230.74228224976366,0.0,832.5278017115495
NC-180,1.7062863837029432,Latex,0.6509432259928571,BSA,2.406066304919852,21.688849495811517,41.89756878510482,6.37845928886345,Mouse,1.6355100915087541,2.2727297787636047,GlassFiber,35.16990775956904,166.93695835004095,0.5701204851150566,1.5116336663644674,30.530650831001214,13.577754332157426,203.95297948366212,-194.67895048331863,0.0,710.5136542999368
NC-170,3.3086700853211033,Carbon,1.170248968812248,Casein,2.5929176617733907,53.753039712433825,41.543308262597286,6.369851782357238,Rabbit,2.3655710915139223,2.821898227757665,Polyester,42.73260800539106,193.937409800962,0.11290321106061574,4.3024497139832425,7.710533586198528,26.393038442123135,598.7625979784176,-194.1370401873315,0.0,604.7511618779613
NC-170,2.342352434860582,AuNP,0.32791201674539083,Casein,2.541554685177271,72.96119663197224,29.901488573980703,6.442357801424704,Mouse,2.0113237221633784,0.2563050421419875,GlassFiber,32.19148987699655,146.2538428389043,0.9089097044737141,0.08574077009180614,6.7900088462094566,28.63304434024893,552.8410298696604,-112.5393567809216,0.0,297.7518907360245
NC-180,2.984212313833911,Latex,1.8419042123344367,BSA,2.7874117553637934,97.45978388789672,50.95471234990391,6.089208783883808,Mouse,4.331527315381814,0.13532152270797018,GlassFiber,58.13221227453512,81.63908574855955,0.19894970967199055,1.4631884086108782,5.460060877587674,43.203639516312016,792.9457900262219,-80.58417548066708,1.0,78.34399250766013
NC-135,2.462569381108925,Carbon,1.4692447760379153,FishGel,3.57577525634475,24.13359937526846,57.88870171383058,6.2151952134447255,Mouse,4.653378778469671,2.0178805301250167,Cellulose,65.65050595661593,146.405149346523,0.7435091521438564,2.1202609260724614,21.682318701831594,27.187680930900306,557.5551008630316,-222.09339426012832,0.34352745176606864,746.7941862518775
NC-170,1.8250959179386295,AuNP,0.8627466987350678,Casein,2.333626242014656,5.906618541386531,47.62949901865156,7.979609600487117,Goat,1.5869207606030706,0.939121989644514,Polyester,55.43498109324028,182.58318901740856,0.8850758625429482,2.552848748076433,27.30564623973711,60.47283446893957,1028.5581947306043,-263.32735491771336,0.0,787.6050240624049
NC-180,4.768039881329705,AuNP,0.4013858746001181,FishGel,4.604507885979512,12.153636191854627,39.20652035661901,7.294752987352528,Goat,4.333285456553779,0.835152946706742,Polyester,67.51012062045935,199.70850366264602,0.5794749906937084,0.9078875419149463,8.307206180943481,26.90037846484654,766.7383461008802,-268.96465496133646,0.0,962.6770016285816
NC-180,3.936226073718924,Carbon,1.775785122471108,Casein,2.892084593925417,40.70598419228803,38.373609270173525,8.290809201264041,Rabbit,3.9294633347120294,1.0595725543120034,Cellulose,35.14015914004838,283.9502440136552,0.24684890529825132,4.821100999190156,25.08520552122795,25.03012311529168,575.8324127883798,-277.14563991629535,0.0,978.2972557482095
NC-180,1.1305092909490364,Latex,1.665178371192214,Casein,2.4876139624061233,82.95174153586878,51.720844587101425,8.97779315574498,Goat,4.660957594489333,0.882408567887856,Cellulose,33.509357090507955,244.33336125765405,0.3092485176251414,2.8943652178609476,19.739276284254643,47.698959424029596,824.1176655767113,-214.01802564421345,0.0,551.6859513312193
NC-135,4.4081058915406075,Latex,1.4712709501626406,FishGel,4.02686392879473,5.678497767983279,34.76620711742141,7.977104043297004,Mouse,1.3041765297108505,1.583165578274603,GlassFiber,63.536509246694834,87.99814036116933,0.8857475337188323,2.6105527352852205,36.5823685049868,81.09348794590551,1249.974918568026,-188.8968001160598,0.207554830693504,508.7628033709167
NC-180,2.6934403921228114,AuNP,0.6159393900813604,Casein,2.1142589017979576,48.38940632415483,49.212293743685244,6.151366711860371,Goat,2.9270998355927977,1.3764304969499843,GlassFiber,64.22044701546031,93.545551663232,0.29825715637648464,0.04411294465170579,27.676629105791577,47.46443899029074,743.4419005675642,-144.43760810320555,1.0,414.15677873888313
NC-180,4.525485021023411,Latex,0.864648611123971,Casein,3.8599056946224923,36.276908457432484,32.988689034583516,6.3136885942630245,Mouse,1.4452684652281789,1.5860427989923034,GlassFiber,63.24158108428512,75.12368980993851,0.7461904833173043,2.428576896980035,25.696620061323653,43.107899565773366,721.5584969692735,-128.4710322223479,1.0,424.83284113351294
NC-180,4.099348651762918,Latex,0.2952216796596044,FishGel,4.094595292029499,9.98576245947412,8.434435123565827,8.643012254444123,Goat,4.138063003373434,2.050869473351265,Cellulose,61.958596101349826,234.54543180522944,0.9901652122554053,4.188353147275921,22.82484125078737,56.247592596776705,1217.3110869611937,-272.1632560919946,0.0,1010.1886644356476
NC-180,2.4134607701115502,Latex,0.4591750969823103,Casein,2.6447495941601575,47.77244723389864,26.117085489728538,7.582487833674785,Goat,0.12608853379821489,1.22267847601633,Polyester,44.48913455754641,226.53056962296426,0.9998167193626778,1.0982227152562136,36.913083991140226,30.577094300130277,557.1835404376222,-213.28904621157727,0.0,821.4200154570337
NC-170,0.6011118874405283,AuNP,1.5877316109017925,Casein,2.1258922203309027,29.20112719698829,29.44425267193243,8.474511478187221,Goat,2.8676138981433414,0.8287922927122546,GlassFiber,38.69848334365551,296.5907254242203,0.5334797482693314,1.756037841932065,36.355152638201055,38.27492435923475,758.0265369918097,-295.06409713336853,0.0,1058.3103170373627
NC-170,1.7090481172322574,Carbon,1.4585735658162993,Casein,3.0909360767583487,38.429059262965616,12.788948474263947,8.569837008674778,Mouse,1.7620968132323984,0.5819815567453619,Cellulose,67.1521607999116,180.50585441608717,0.8265557967860978,0.10285732343847775,21.75779914131921,27.106820453370446,762.041326331717,-194.2825258660302,0.0,804.8382893593935
NC-180,2.937353965973901,Latex,1.2276229496542759,FishGel,2.2957826907258094,72.03345395450783,10.637298105406703,8.783023624498558,Goat,1.6811501646813194,1.113474946644614,Polyester,42.28000731393336,256.6037322122205,0.9902498679211995,4.884637571168976,19.021050462030637,55.744799568614695,1117.9057808663074,-204.2230432398748,0.0,678.2338773817319
NC-135,3.3506519892176625,AuNP,1.8018807792597284,BSA,2.349433549020011,54.54734347154187,34.450572231132476,8.849487616459097,Mouse,3.2600409869380935,2.251238778213899,Cellulose,45.93630728656129,194.1099646606969,0.3746728898419822,0.33325898564020406,19.24979244915783,65.79100492553722,1161.4011115573687,-204.57947887164312,0.0,525.9271813863461
NC-170,1.6604945844494103,AuNP,1.2082063838447863,FishGel,2.7627836943345936,16.841505754317268,9.682900010584518,7.664477389509919,Mouse,4.27227380163857,2.2944442393232616,GlassFiber,57.98235837806533,268.5216781318593,0.25240958507030586,4.491105619547847,18.135298880671066,63.895891279245745,1396.4039477591064,-291.7618911352976,0.0,1004.4721306735446
NC-180,1.1271023333277086,Carbon,0.9872391999308603,BSA,2.8864037738802777,96.33438134024571,21.66198423395462,7.023060516768101,Rabbit,3.085057417827299,2.0340256213842096,Cellulose,41.734243199759504,230.2552598256879,0.11423335584218319,1.5649385709022734,21.536144130878633,30.385425437180942,655.3854301191725,-156.4960961934128,0.0,559.1517692580856
NC-170,4.257186065596846,Latex,0.7467044179809491,Casein,3.589911023064262,65.41152274242515,45.952833677969174,8.885594623043996,Goat,4.28054759536894,0.7786817083899362,Cellulose,62.76520886244005,210.72100374781323,0.1408996380731261,2.9377820099293928,13.028280837874235,72.37185645983736,1338.3946630123878,-234.57404558616577,0.0,605.8870414362145
NC-170,4.929809813165985,Latex,1.8868521608987279,BSA,4.03517565650904,77.7575004379405,58.04376987623894,7.642219218003676,Rabbit,1.396525848217047,1.8054501129786233,Cellulose,32.80138494527125,191.2806677457626,0.8535563636206633,3.396577699830017,34.584029842776076,30.476293219994417,344.8163046897024,-176.29969685143456,0.0,517.3904562014952
NC-135,2.865605820362086,Carbon,0.25715937689627166,FishGel,3.7783128226105545,12.525249250795227,44.48288193035607,6.192758168863833,Rabbit,2.6455590883484077,1.7550000185728591,Cellulose,61.647306695557376,230.7426311107437,0.588723090307074,0.7041458371555726,20.177592688243863,22.024924101421036,589.965296052417,-287.3884932922802,0.0,1064.018858109706
NC-180,1.2725567863173657,Carbon,1.868686006915536,FishGel,2.4450810118685506,9.470546048701795,59.59440516490786,7.928329650179595,Mouse,2.307629041428673,1.504371974518204,Polyester,54.07405290471217,154.91346066775262,0.8737091753924858,2.2187968889016774,31.786257790674103,37.98469989497555,610.924394254952,-239.71404626499725,0.0,751.6762661727832
NC-180,1.7253829693371603,AuNP,1.670757853868935,Casein,2.516258097357879,6.8475647849677115,43.408588420367145,7.763054251185032,Goat,0.15706000756517147,1.6949390605132062,GlassFiber,52.91974576454372,74.14414517641603,0.7894550890321684,1.6273305012332118,19.685021264031462,57.81952713367063,919.3543203692743,-164.9380311396078,0.9928518062563141,395.2521768494319
NC-135,0.5827580444636002,AuNP,0.34686685661783245,BSA,4.6363077493787435,22.935432638477224,21.158695885988013,8.687378618684118,Mouse,2.8283795013896267,1.5261928346086375,Polyester,48.33508156554643,59.996532199460205,0.6737446300480178,0.2830123280273267,27.703579039038015,21.36014550435184,372.02682132468476,-99.09026859134059,1.0,410.27340024051955
